token	token_ids	count	POS
design	2640	79	['NOUN']
designate	24414	3	['VERB']
designated	4351	21	['VERB']
designation	8259	5	['NOUN']
designations	26672	1	['NOUN']
designed	2881	52	['VERB']
designer	5859	5	['NOUN']
designers	11216	2	['NOUN']
designing	12697	1	['VERB']
designs	5617	16	['NOUN']
desire	4792	10	['NOUN']
desired	9059	4	['VERB']
desires	14714	4	['NOUN', 'VERB']
desk	4624	2	['NOUN']
desmond	16192	1	['PROPN']
desperate	7143	2	['ADJ']
desperately	9652	1	['ADV']
desperation	15561	1	['NOUN']
despite	2750	61	['SCONJ']
destination	7688	6	['NOUN']
destinations	14345	5	['NOUN']
destined	16036	2	['VERB']
destroy	6033	7	['VERB']
destroyed	3908	60	['VERB']
destroyer	9799	3	['NOUN']
destroyers	13242	3	['NOUN']
destroying	9846	6	['VERB']
destruction	6215	13	['NOUN']
detached	12230	1	['VERB']
detachment	11009	3	['NOUN']
detail	6987	18	['NOUN']
detailed	6851	5	['ADJ']
detailing	17555	1	['VERB']
details	4751	12	['NOUN']
detect	11487	4	['VERB']
detected	11156	2	['VERB']
detecting	25952	1	['VERB']
detection	10788	1	['NOUN']
detective	6317	4	['NOUN']
detector	19034	1	['NOUN']
deter	28283	1	['VERB']
deteriorated	20111	4	['VERB']
deteriorating	28440	3	['VERB']
determination	9128	2	['NOUN', 'PROPN']
determine	5646	8	['VERB']
determined	4340	15	['ADJ']
determines	16463	1	['VERB']
determining	12515	1	['NOUN']
detonated	28110	1	['VERB']
detroit	5626	7	['PROPN']
devastated	13879	4	['VERB', 'ADJ']
devastation	25594	5	['PROPN', 'NOUN']
develop	4503	17	['VERB']
developed	2764	66	['VERB']
developing	4975	18	['VERB']
development	2458	62	['NOUN']
developmental	13908	4	['ADJ']
developments	8973	5	['NOUN']
develops	11791	2	['VERB']
device	5080	4	['NOUN']
devil	6548	1	['PROPN']
devils	13664	2	['PROPN']
devin	23601	1	['PROPN']
devised	14917	4	['VERB']
devlin	24389	1	['PROPN']
devoted	7422	3	['VERB']
devotees	22707	1	['NOUN']
devotion	13347	2	['NOUN']
devout	26092	1	['ADJ']
dewey	20309	3	['PROPN']
dexter	14375	1	['PROPN']
dhaka	16479	1	['PROPN']
di	4487	1	['PROPN']
dia	22939	2	['PROPN']
diagnosed	11441	1	['VERB']
diagnosis	11616	3	['NOUN']
diagonal	19754	1	['ADJ']
diagram	16403	1	['NOUN']
dialect	9329	1	['ADJ']
dialects	11976	1	['NOUN']
dialogue	7982	3	['NOUN']
diameter	6705	5	['NOUN']
diamond	6323	2	['PROPN', 'NOUN']
diary	9708	8	['NOUN']
dick	5980	9	['PROPN']
dictator	21237	2	['NOUN']
did	2106	129	['AUX']
didn	2134	6	['PROPN']
die	3280	8	['VERB']
died	2351	57	['VERB']
diego	5277	5	['PROPN']
dies	8289	3	['VERB']
diesel	7937	2	['NOUN']
diet	8738	4	['PROPN', 'NOUN']
dietary	23444	1	['ADJ']
differ	11234	2	['VERB']
differed	19541	4	['VERB']
difference	4489	6	['NOUN']
differences	5966	9	['NOUN']
different	2367	48	['ADJ']
differentiate	21032	1	['VERB']
differently	11543	2	['ADV']
differs	12980	1	['VERB']
difficult	3697	29	['ADJ']
difficulties	8190	5	['NOUN']
difficulty	7669	9	['NOUN']
diffusion	19241	2	['NOUN']
dig	10667	1	['VERB']
digit	15340	3	['NOUN']
digital	3617	7	['ADJ']
digitally	18397	4	['ADV']
digits	16648	1	['NOUN']
dim	11737	1	['ADJ']
dimensional	8789	3	['ADJ']
dimensions	9646	3	['NOUN']
diminished	15911	3	['VERB']
dining	7759	1	['NOUN']
dinner	4596	3	['NOUN']
dinners	29236	1	['NOUN']
diocese	5801	2	['PROPN']
dion	19542	2	['PROPN', 'NOUN']
dioxide	14384	3	['NOUN']
diplomacy	17610	1	['NOUN']
diplomat	11125	2	['NOUN']
diplomatic	8041	6	['ADJ']
diplomats	23473	6	['NOUN']
dipped	13537	3	['VERB']
direct	3622	36	['ADJ']
directed	2856	33	['VERB']
directing	9855	3	['VERB', 'NOUN']
direction	3257	28	['NOUN']
directions	7826	1	['NOUN']
directly	3495	15	['ADV']
director	2472	40	['PROPN']
directorate	13634	3	['PROPN']
directors	5501	10	['NOUN']
directs	23303	1	['VERB']
disabled	9776	6	['ADJ']
disadvantage	20502	2	['NOUN']
disagree	21090	4	['VERB']
disagreed	18335	1	['VERB']
disagreement	18185	2	['PROPN', 'NOUN']
disagreements	23145	1	['NOUN']
disappear	10436	1	['VERB']
disappeared	5419	6	['VERB']
disappears	17144	2	['VERB']
disappointed	9364	5	['VERB']
disappointing	15640	1	['ADJ']
disapproval	21406	1	['NOUN']
disaster	7071	4	['NOUN']
disastrous	16775	2	['ADJ']
disbanded	8532	3	['VERB']
disc	5860	12	['NOUN']
discarded	15105	1	['VERB']
discharge	11889	1	['VERB']
discipline	9009	2	['NOUN']
disciplined	28675	1	['VERB']
disciplines	12736	1	['NOUN']
disclosed	21362	2	['VERB']
discomfort	17964	1	['NOUN']
discontent	27648	1	['NOUN']
discontinued	8944	4	['VERB']
discount	19575	2	['NOUN']
discourage	28085	1	['VERB']
discourse	15152	1	['NOUN']
discover	7523	3	['VERB']
discovered	3603	39	['VERB']
discovering	13648	2	['VERB']
discovers	9418	1	['VERB']
discovery	5456	13	['NOUN']
discrimination	9147	1	['NOUN']
discs	15303	2	['NOUN']
discuss	6848	5	['VERB']
discussed	6936	6	['VERB']
discusses	15841	2	['VERB']
discussing	10537	2	['VERB']
discussion	6594	7	['NOUN']
discussions	10287	2	['NOUN']
disdain	25134	1	['NOUN']
disease	4295	3	['NOUN']
disguise	14249	1	['NOUN']
disgust	12721	2	['NOUN']
disk	9785	2	['NOUN']
disks	23999	1	['NOUN']
disliked	18966	1	['VERB']
dismantled	17293	2	['VERB']
dismiss	19776	1	['VERB']
dismissed	7219	5	['VERB']
dismounted	29580	1	['VERB']
disney	6373	4	['PROPN']
disorder	8761	1	['NOUN']
dispatch	18365	2	['NOUN', 'VERB']
dispatched	14501	8	['VERB']
dispersal	27602	3	['NOUN']
disperse	28736	1	['VERB']
dispersed	15484	8	['VERB']
displaced	12936	9	['VERB']
displacement	13508	4	['NOUN']
display	4653	17	['VERB', 'NOUN']
displayed	6913	5	['VERB']
displaying	14962	3	['VERB']
displays	8834	3	['VERB', 'NOUN']
displeasure	28606	1	['NOUN']
disposal	13148	1	['NOUN']
dispute	7593	1	['NOUN']
disputed	11621	1	['VERB']
disqualification	27782	6	['NOUN']
disqualified	14209	1	['VERB']
disrupt	23217	2	['VERB']
disrupted	20275	3	['VERB']
disruption	20461	1	['NOUN']
dissatisfaction	28237	1	['NOUN']
dissatisfied	25956	3	['ADJ']
dissipated	22572	12	['VERB']
dissolved	8314	2	['VERB']
distance	3292	17	['NOUN']
distances	12103	4	['NOUN']
distant	6802	3	['ADJ']
distinct	5664	16	['ADJ']
distinction	7835	4	['NOUN']
distinctions	25995	1	['NOUN']
distinctive	8200	6	['ADJ']
distinctly	19517	1	['ADV']
distinguish	10782	5	['VERB']
distinguished	5182	6	['VERB']
distinguishes	27343	1	['VERB']
distinguishing	20852	4	['VERB']
distraction	14836	2	['NOUN']
distraught	25348	1	['NOUN']
distributed	5500	2	['VERB']
distribution	4353	3	['NOUN']
distributor	16632	2	['NOUN']
district	2212	41	['NOUN']
districts	4733	10	['NOUN']
disturbance	16915	11	['NOUN']
disturbances	24535	3	['NOUN']
disturbed	12491	9	['ADJ', 'PROPN']
disturbing	14888	2	['ADJ', 'VERB']
dive	11529	4	['NOUN', 'ADJ']
diverse	7578	4	['ADJ']
diversity	8906	3	['NOUN']
divert	27345	2	['VERB']
diverted	18356	2	['VERB']
divided	4055	16	['VERB']
dividing	16023	1	['VERB']
divine	7746	1	['ADJ']
division	2407	219	['PROPN']
divisions	5908	16	['NOUN']
divorce	8179	4	['NOUN', 'VERB']
divorced	9196	2	['VERB']
dixon	11357	1	['PROPN']
dj	6520	3	['PROPN']
dmitry	22141	1	['PROPN']
dna	6064	3	['NOUN', 'PROPN']
do	2079	54	['VERB']
dock	8946	1	['NOUN']
docked	25727	1	['VERB']
docks	15093	4	['NOUN']
dockyard	24874	2	['PROPN', 'NOUN']
doctor	3460	70	['PROPN', 'NOUN']
doctors	7435	6	['NOUN']
doctrine	8998	2	['NOUN']
doctrines	23252	1	['NOUN']
document	6254	2	['NOUN']
documentary	4516	1	['NOUN']
documented	8832	1	['VERB']
documenting	23138	1	['NOUN']
documents	5491	2	['NOUN', 'VERB']
dodd	21258	9	['PROPN']
dodged	28339	1	['VERB']
dodgers	13391	36	['PROPN']
does	2515	31	['AUX']
doesn	2987	4	['PROPN', 'NOUN']
dogg	28844	1	['PROPN']
dogs	6077	1	['NOUN']
doherty	23798	3	['PROPN']
doing	2725	14	['VERB']
dollar	7922	3	['NOUN']
dollars	6363	3	['NOUN']
dolphin	17801	1	['PROPN']
domain	5884	2	['NOUN']
dome	8514	1	['PROPN']
domestic	4968	6	['ADJ']
domestically	27143	1	['ADV']
dominance	13811	3	['NOUN']
dominant	7444	5	['ADJ']
dominate	16083	3	['VERB']
dominated	6817	7	['VERB']
dominates	29532	1	['VERB']
dominating	21949	2	['VERB']
domination	17882	1	['PROPN']
domingo	15586	1	['PROPN']
dominic	11282	4	['PROPN', 'ADJ']
dominican	10104	1	['PROPN']
dominion	13738	1	['PROPN']
domino	23968	1	['PROPN']
don	2123	25	['PROPN']
donald	6221	30	['PROPN']
donated	6955	6	['VERB']
donation	13445	1	['NOUN']
done	2589	13	['VERB']
dong	11947	3	['NOUN']
donkey	20325	3	['PROPN']
doom	12677	1	['NOUN']
door	2341	3	['NOUN']
doors	4303	1	['NOUN']
doping	23799	3	['VERB', 'PROPN', 'NOUN']
dos	9998	2	['VERB', 'NOUN']
dots	14981	2	['NOUN']
double	3313	20	['ADJ']
doubled	11515	1	['VERB']
doubles	7695	1	['VERB']
doubt	4797	4	['NOUN']
doubted	12979	1	['VERB']
doubts	13579	2	['NOUN', 'VERB']
doug	8788	2	['PROPN']
douglas	5203	5	['PROPN']
dover	13985	1	['PROPN']
down	2091	119	['ADP']
downed	20164	1	['VERB']
download	8816	6	['NOUN']
downloads	22956	1	['NOUN']
downstream	13248	2	['NOUN']
downtown	5116	5	['NOUN']
downward	14047	3	['ADV']
downwards	28457	1	['NOUN']
doyle	11294	1	['PROPN']
dozen	6474	2	['NOUN']
dozens	9877	2	['NOUN']
dr	2852	6	['PROPN']
dracula	18500	2	['PROPN']
draft	4433	17	['NOUN']
drafted	7462	5	['VERB']
drafting	21168	1	['VERB']
drafts	28967	4	['NOUN']
drag	8011	2	['NOUN']
dragged	7944	1	['VERB']
dragon	5202	1	['NOUN']
dragoons	28069	8	['PROPN']
drain	12475	2	['NOUN']
drainage	11987	1	['NOUN']
drains	18916	1	['NOUN']
drake	7867	1	['PROPN']
drama	3689	6	['NOUN', 'PROPN']
dramatic	6918	7	['ADJ', 'PROPN']
dramatically	12099	2	['ADV']
draped	15098	1	['VERB']
drastically	21040	2	['ADV']
draught	25349	3	['NOUN']
draw	4009	4	['PROPN']
drawing	5059	2	['VERB']
drawings	9254	1	['NOUN']
drawn	4567	13	['VERB']
draws	9891	1	['VERB']
dreadful	21794	1	['ADJ']
dream	3959	11	['PROPN']
dreaming	12802	2	['VERB', 'NOUN']
dreams	5544	3	['NOUN']
dressed	5102	4	['VERB']
dresser	16641	1	['NOUN']
dressing	11225	1	['VERB']
drew	3881	13	['VERB']
drifted	10070	1	['VERB']
drifting	15013	2	['VERB']
drills	28308	1	['NOUN']
drink	4392	2	['VERB', 'NOUN']
drinking	5948	4	['VERB', 'NOUN']
drinks	8974	1	['NOUN']
drip	27304	3	['NOUN']
drive	3298	11	['VERB']
driven	5533	8	['VERB']
driver	4062	3	['NOUN']
drives	9297	4	['VERB']
driveway	11202	1	['NOUN']
driving	4439	6	['VERB']
drop	4530	4	['VERB']
dropped	3333	18	['VERB']
dropping	7510	5	['VERB']
drops	9010	2	['NOUN', 'VERB']
drought	14734	3	['NOUN']
drove	5225	12	['VERB']
drowned	12805	3	['VERB']
drug	4319	1	['NOUN']
drugs	5850	1	['NOUN']
drum	6943	7	['NOUN']
drummer	7101	8	['NOUN']
drums	3846	10	['NOUN']
dry	4318	11	['ADJ']
drying	17462	2	['VERB']
du	4241	76	['PROPN']
dual	7037	3	['ADJ']
dubai	11558	2	['PROPN']
dubbed	9188	5	['VERB']
dubious	22917	2	['ADJ']
dublin	5772	1	['PROPN']
duck	9457	5	['PROPN']
duct	23245	1	['NOUN']
dudley	12648	2	['PROPN']
due	2349	106	['ADP']
duet	11979	2	['NOUN']
dug	8655	5	['VERB']
duke	3804	12	['PROPN']
dull	10634	1	['VERB']
duly	25073	1	['ADV']
dump	15653	2	['NOUN']
dumped	14019	2	['VERB']
dungeon	16633	2	['NOUN']
dungeons	20264	1	['NOUN']
dunkirk	29467	1	['PROPN']
dupont	22848	14	['PROPN']
duration	9367	4	['NOUN']
durham	9296	8	['PROPN']
during	2076	341	['ADP']
dusk	18406	1	['NOUN']
dust	6497	1	['NOUN']
dutch	3803	8	['ADJ']
duties	5704	8	['NOUN']
duty	4611	1	['NOUN']
dvd	4966	11	['NOUN']
dwarf	11229	1	['NOUN']
dwarfs	28984	1	['VERB']
dwellers	28857	1	['NOUN']
dwelling	13160	1	['VERB']
dwellings	16707	1	['NOUN']
dwight	14304	4	['PROPN']
dying	5996	4	['VERB']
dylan	7758	1	['PROPN']
dynamic	8790	2	['NOUN']
dynamite	21719	1	['PROPN']
dynasties	23014	2	['NOUN']
dynasty	5321	19	['NOUN']
dysfunction	28466	1	['NOUN']
e	1041	21	['NOUN', 'PROPN']
each	2169	126	['DET', 'PRON']
eagerly	17858	1	['ADV']
eagle	6755	3	['NOUN']
eagles	8125	3	['PROPN', 'NOUN']
ear	4540	27	['NOUN']
earlier	3041	37	['ADJ']
earliest	5700	18	['ADJ']
early	2220	161	['ADJ']
earn	7796	3	['VERB']
earned	3687	15	['VERB']
earnest	17300	3	['ADJ']
earning	7414	9	['VERB']
earnings	16565	1	['NOUN']
ears	5551	13	['NOUN']
earth	3011	13	['PROPN']
earthquake	8372	10	['NOUN']
earthquakes	17932	7	['NOUN']
ease	7496	4	['VERB']
easier	6082	2	['ADJ']
easily	4089	7	['ADV']
easing	24070	1	['VERB']
east	2264	102	['PROPN']
easter	10957	3	['PROPN']
eastern	2789	34	['ADJ', 'PROPN']
eastward	17318	18	['ADV']
easy	3733	11	['ADJ']
eating	5983	2	['VERB']
eats	20323	1	['VERB']
ebert	22660	4	['PROPN']
ecclesiastical	12301	4	['ADJ']
echoes	17659	2	['NOUN', 'VERB']
echoing	17142	1	['VERB']
ecole	12431	3	['PROPN']
ecological	12231	2	['ADJ']
economic	3171	12	['ADJ']
economical	21791	1	['ADJ']
economically	15318	2	['ADV']
economics	5543	2	['NOUN']
economist	11708	2	['PROPN']
economy	4610	5	['NOUN']
ecosystems	20440	2	['VERB', 'NOUN']
ed	3968	5	['PROPN']
eddie	5752	60	['PROPN']
eden	10267	2	['PROPN']
edgar	9586	1	['PROPN']
edge	3341	28	['NOUN']
edged	13011	1	['VERB']
edges	7926	2	['NOUN']
edible	21006	5	['PROPN']
edit	10086	4	['NOUN']
edited	5493	5	['VERB']
editing	9260	5	['NOUN', 'PROPN']
edition	3179	19	['NOUN', 'PROPN']
editor	3559	5	['NOUN']
editorial	8368	4	['ADJ']
editors	10195	2	['NOUN']
edo	18314	2	['PROPN']
eduard	20424	1	['PROPN']
education	2495	17	['PROPN']
educational	4547	5	['ADJ']
edward	3487	18	['PROPN']
edwin	10049	8	['PROPN']
eels	29317	1	['PROPN']
eerie	18823	1	['ADJ']
effect	3466	23	['NOUN']
effective	4621	12	['ADJ']
effectively	6464	6	['ADV']
effectiveness	12353	1	['NOUN']
effects	3896	20	['NOUN']
efficiency	8122	5	['NOUN']
efficient	8114	2	['ADJ']
effort	3947	22	['NOUN']
efforts	4073	11	['NOUN']
egg	8288	1	['NOUN']
eggs	6763	9	['NOUN']
ego	13059	1	['PROPN']
egypt	5279	8	['PROPN']
egyptian	6811	6	['ADJ']
egyptians	23437	2	['PROPN']
eight	2809	53	['NUM']
eighteen	7763	4	['NUM']
eighth	5964	14	['PROPN']
eighty	12021	1	['NUM']
eisenhower	16551	6	['PROPN']
either	2593	50	['PRON']
el	3449	17	['PROPN']
elaborate	9603	2	['ADJ']
elaborated	25187	1	['VERB']
elbow	8999	1	['NOUN']
elder	6422	10	['ADJ']
elderly	9750	1	['ADJ']
eldest	7310	1	['ADJ']
elect	11322	1	['PROPN']
elected	2700	16	['VERB']
election	2602	13	['NOUN']
elections	3864	6	['NOUN']
electoral	6092	2	['ADJ']
electors	19165	2	['NOUN']
electric	3751	8	['ADJ']
electricity	6451	1	['NOUN']
electron	10496	2	['NOUN']
electronic	4816	8	['ADJ', 'PROPN']
electronics	8139	2	['NOUN']
elects	27161	2	['VERB']
element	5783	17	['NOUN']
elementary	4732	1	['ADJ']
elements	3787	28	['NOUN']
elevated	8319	1	['ADJ']
elevation	6678	10	['NOUN']
eleven	5408	6	['NUM']
eleventh	11911	2	['ADJ']
eli	12005	2	['PROPN']
elias	14579	2	['PROPN']
eliminate	11027	2	['VERB']
eliminated	5892	5	['VERB']
eliminating	15349	2	['VERB']
elimination	9614	1	['NOUN']
eliot	16292	19	['PROPN']
elite	7069	6	['ADJ', 'NOUN']
elizabeth	3870	2	['PROPN']
ellen	9155	4	['PROPN']
ellie	10707	1	['PROPN']
elliot	11759	1	['PROPN']
elliott	9899	1	['PROPN']
ellis	8547	1	['PROPN']
elongated	17876	1	['VERB']
else	2842	9	['ADV']
elsewhere	6974	13	['ADV']
elusive	26475	3	['ADJ']
elvis	12280	2	['PROPN']
email	10373	1	['NOUN']
embarked	11299	4	['VERB']
embarrassment	14325	2	['NOUN']
embassy	8408	80	['NOUN']
embedded	11157	4	['ADJ', 'VERB']
emblem	16199	2	['NOUN']
embraced	14218	2	['VERB']
emerge	12636	5	['VERB']
emerged	6003	10	['VERB']
emergence	14053	2	['NOUN']
emergencies	26360	2	['NOUN', 'PROPN']
emergency	5057	2	['NOUN']
emerges	19391	1	['VERB']
emerging	8361	2	['VERB']
emerson	12628	1	['PROPN']
emigrated	11367	1	['VERB']
emile	17127	3	['PROPN']
emilio	18644	2	['PROPN']
eminent	14953	1	['ADJ']
emirates	14041	2	['PROPN']
emissions	11768	1	['NOUN']
emitted	22627	1	['VERB']
emmanuel	14459	4	['PROPN']
emotion	7603	3	['NOUN']
emotional	6832	5	['ADJ']
emotions	6699	3	['NOUN']
emperor	3750	63	['NOUN']
emperors	19655	13	['PROPN']
emphasis	7902	8	['NOUN']
emphasize	17902	3	['VERB']
emphasized	13155	3	['VERB']
emphasizing	22671	1	['VERB']
empire	3400	36	['PROPN']
empires	23560	1	['PROPN']
employ	12666	1	['NOUN']
employed	4846	8	['VERB']
employees	5126	3	['NOUN']
employer	11194	1	['NOUN']
employment	6107	4	['NOUN']
employs	13495	1	['VERB']
empress	10248	1	['PROPN']
empty	4064	3	['ADJ', 'VERB']
en	4372	8	['ADP']
enable	9585	2	['VERB']
enabled	9124	6	['VERB']
enabling	12067	3	['VERB']
enacted	11955	1	['VERB']
enactment	26465	1	['NOUN']
enamel	29484	1	['VERB']
encircled	25759	2	['ADJ']
enclosed	10837	1	['VERB']
enclosure	17539	1	['NOUN']
encompassed	24058	1	['VERB']
encounter	8087	6	['NOUN']
encountered	8567	11	['VERB']
encounters	11340	5	['NOUN', 'VERB']
encouraged	6628	5	['VERB']
encouragement	15846	1	['NOUN']
encourages	16171	1	['VERB']
encouraging	11434	3	['VERB']
end	2203	135	['VERB']
endangered	10193	1	['VERB']
endeavor	23855	1	['NOUN']
ended	3092	35	['VERB']
endemic	7320	2	['NOUN', 'ADJ']
ending	4566	24	['VERB']
endorsed	11763	2	['VERB']
endorsement	20380	1	['NOUN']
ends	4515	12	['VERB']
endurance	14280	4	['NOUN']
endured	16753	1	['VERB']
enduring	16762	2	['VERB', 'ADJ']
enemies	6716	6	['NOUN']
enemy	4099	32	['NOUN']
energetic	18114	2	['ADJ']
energy	2943	14	['NOUN', 'PROPN']
enforce	16306	1	['VERB']
enforced	16348	1	['VERB']
enforcement	7285	2	['NOUN']
eng	25540	1	['PROPN']
engage	8526	6	['VERB']
engaged	5117	13	['VERB']
engagement	8147	12	['NOUN']
engagements	20583	5	['NOUN']
engaging	11973	3	['VERB']
engine	3194	11	['NOUN']
engineer	3992	15	['NOUN']
engineering	3330	4	['NOUN']
engineers	6145	2	['NOUN']
engines	5209	13	['NOUN']
england	2563	24	['PROPN']
english	2394	32	['PROPN']
englishman	25244	1	['PROPN']
engraved	16328	1	['VERB']
engulfed	24692	1	['VERB']
enhance	11598	3	['VERB']
enhanced	9412	6	['VERB', 'ADJ']
enhancement	22415	1	['NOUN']
enhancing	20226	1	['VERB']
enjoy	5959	2	['AUX', 'VERB']
enjoyable	22249	4	['ADJ']
enjoyed	5632	8	['VERB']
enjoying	9107	1	['VERB']
enlarged	11792	5	['VERB']
enlisted	9417	6	['VERB']
enormous	8216	4	['ADJ']
enough	2438	29	['ADJ']
enraged	18835	2	['VERB', 'ADJ']
enrico	21982	3	['PROPN']
enrique	15769	2	['PROPN']
enrolled	8302	2	['VERB']
enrollment	10316	1	['NOUN']
ensemble	7241	2	['NOUN']
ensued	18942	1	['VERB']
ensuing	13831	4	['VERB']
ensure	5676	8	['VERB']
ensured	16316	2	['VERB']
ensuring	12725	1	['VERB']
enter	4607	16	['VERB']
entered	3133	24	['VERB']
entering	5738	14	['VERB']
enterprise	6960	2	['NOUN']
enters	8039	9	['VERB']
entertainment	4024	10	['NOUN']
enthusiasm	12024	1	['NOUN']
enthusiastic	14727	2	['ADJ']
entire	2972	28	['ADJ']
entirely	4498	19	['ADV']
entirety	15700	4	['NOUN']
entitled	4709	9	['VERB']
entity	9178	1	['NOUN']
entourage	25342	2	['NOUN']
entrance	4211	10	['NOUN']
entrepreneurs	17633	1	['NOUN']
entry	4443	3	['NOUN']
enveloped	25407	2	['VERB']
environment	4044	6	['NOUN']
environmental	4483	3	['ADJ', 'PROPN']
environmentally	25262	1	['ADV']
environments	10058	6	['NOUN']
envisioned	18035	6	['VERB']
envoy	19918	1	['NOUN']
epic	8680	4	['ADJ']
episcopal	9134	1	['PROPN']
episode	2792	59	['NOUN']
episodes	4178	8	['NOUN']
epithet	19626	1	['NOUN']
equal	5020	7	['ADJ']
equality	9945	1	['NOUN']
equally	8053	5	['ADV']
equator	26640	4	['NOUN']
equatorial	21333	3	['ADJ']
equestrian	19191	9	['ADJ']
equipment	3941	14	['NOUN']
equipped	6055	20	['VERB']
equivalent	5662	8	['ADJ']
era	3690	63	['NOUN']
eras	28500	1	['NOUN']
erase	22505	1	['VERB']
erased	23516	3	['VERB']
erected	7019	13	['VERB']
erection	13760	1	['NOUN']
eric	4388	5	['PROPN']
erica	19295	2	['PROPN']
erie	13374	7	['PROPN']
erin	11781	1	['PROPN']
ernest	8471	5	['PROPN']
eroded	23300	5	['VERB']
erosion	14173	10	['NOUN']
erratic	24122	1	['ADJ']
error	7561	2	['NOUN']
errors	10697	1	['NOUN']
erskine	27139	1	['PROPN']
erupted	12591	3	['VERB']
escalated	26814	2	['VERB']
escape	4019	11	['VERB']
escaped	6376	10	['VERB']
escaping	13002	2	['VERB']
escort	8620	1	['NOUN']
escorted	13127	2	['VERB']
escorting	23831	1	['VERB']
escorts	24877	1	['NOUN']
especially	2926	28	['ADV']
espionage	21003	1	['NOUN']
espn	10978	4	['PROPN']
essay	9491	3	['NOUN']
essays	8927	1	['NOUN']
essen	29032	1	['PROPN']
essence	11305	1	['NOUN']
essential	6827	6	['ADJ']
essentially	7687	5	['ADV']
establish	5323	12	['VERB']
established	2511	47	['VERB']
establishes	21009	1	['VERB']
establishing	7411	4	['VERB']
establishment	5069	11	['NOUN']
establishments	17228	1	['NOUN']
estate	3776	18	['PROPN']
estates	8707	6	['NOUN']
esteem	19593	2	['NOUN']
estimate	10197	4	['NOUN', 'PROPN']
estimated	4358	62	['VERB']
estimates	10035	11	['NOUN']
estonia	10692	1	['PROPN']
estrada	26482	4	['PROPN']
et	3802	9	['PROPN']
etc	4385	2	['X']
etched	20286	1	['VERB']
eternal	10721	3	['ADJ']
ethan	6066	1	['PROPN']
ethical	12962	3	['PROPN']
ethiopia	11154	1	['PROPN']
ethiopian	15101	1	['ADJ']
ethnic	5636	5	['ADJ']
ethnicity	18240	1	['NOUN']
eucalyptus	27111	1	['NOUN']
eugen	29273	1	['PROPN']
eugene	8207	13	['PROPN']
europa	12124	1	['PROPN']
europe	2885	29	['PROPN']
european	2647	14	['ADJ']
europeans	13481	2	['PROPN']
evacuate	22811	9	['VERB']
evacuated	13377	17	['VERB']
evacuation	13982	35	['NOUN']
evade	26399	1	['VERB']
evaluate	16157	1	['VERB']
evaluation	9312	2	['NOUN']
evangelical	11295	2	['ADJ']
evans	6473	1	['PROPN']
eve	6574	1	['NOUN']
even	2130	81	['ADV']
evening	3944	22	['NOUN']
evenly	18030	1	['ADV']
event	2724	26	['NOUN']
events	2824	32	['NOUN']
eventual	9523	5	['ADJ']
eventually	2776	32	['ADV']
ever	2412	34	['ADV']
every	2296	33	['DET']
everybody	7955	4	['PRON']
everyday	10126	3	['ADJ']
everyone	3071	4	['PRON']
everything	2673	11	['PRON']
everywhere	7249	1	['ADV']
evidence	3350	12	['NOUN']
evidenced	21328	1	['VERB']
evident	10358	5	['ADJ']
evil	4763	4	['NOUN', 'ADJ', 'PROPN']
evolution	6622	9	['NOUN']
evolutionary	12761	2	['ADJ']
evolved	7964	11	['VERB']
evolving	20607	4	['VERB']
ex	4654	3	['NOUN']
exact	6635	8	['ADJ']
exactly	3599	3	['ADV']
exaggerated	16903	1	['ADJ']
exam	11360	3	['NOUN']
examination	7749	4	['NOUN']
examinations	14912	1	['NOUN']
examine	11628	2	['VERB']
examined	8920	1	['VERB']
examining	12843	1	['VERB']
example	2742	32	['NOUN']
examples	4973	21	['NOUN']
excavated	15199	11	['VERB']
excavation	16456	4	['NOUN']
excavations	14018	1	['NOUN']
exceeded	14872	3	['VERB']
exceeding	17003	1	['VERB']
exceeds	23651	1	['VERB']
excelled	23081	1	['VERB']
excellence	8012	1	['NOUN']
excellent	6581	9	['ADJ']
except	3272	18	['SCONJ']
exception	6453	10	['NOUN']
exceptional	11813	2	['ADJ']
exceptions	11790	2	['NOUN']
excerpts	24962	1	['NOUN']
excess	9987	2	['NOUN']
excessive	11664	3	['ADJ']
exchange	3863	5	['PROPN']
exchanged	10573	5	['VERB']
exchanges	15800	1	['NOUN']
excited	7568	2	['VERB', 'ADJ']
exciting	10990	1	['ADJ']
excluding	13343	1	['VERB']
exclusive	7262	2	['ADJ']
exclusively	7580	9	['ADV']
excursion	26144	1	['NOUN']
excuse	8016	3	['NOUN']
execute	15389	3	['VERB']
executed	6472	18	['VERB']
executing	23448	3	['VERB']
execution	7781	8	['NOUN']
executions	22679	1	['NOUN']
executive	3237	11	['ADJ']
executives	12706	4	['NOUN']
exempt	11819	1	['ADJ']
exercise	6912	4	['NOUN']
exercised	17747	3	['VERB']
exercises	11110	6	['NOUN']
exhausted	9069	8	['VERB']
exhaustion	15575	1	['NOUN']
exhibit	8327	1	['VERB']
exhibited	8176	7	['VERB']
exhibiting	22922	3	['VERB']
exhibition	4538	12	['NOUN']
exhibitions	8596	2	['NOUN']
exhibits	10637	3	['VERB']
exile	8340	4	['NOUN']
exiled	14146	3	['VERB']
exist	4839	7	['VERB']
existed	5839	5	['VERB']
existence	4598	9	['NOUN']
existing	4493	15	['VERB']
exists	6526	3	['VERB']
